Date,Link,Newspaper Name,Headline,Report
"20 Mar,2020",https://en.prothomalo.com/bangladesh/uttara-residents-protest-at-setting-up-quarantine-centre,Prothom Alo,Uttara residents protest at setting up quarantine centre,"The residents of Uttara Sector-18 on Friday formed a human chain demanding no quarantine centre be set up in their residential area.A child was also seen holding a placard which reads: ‘Honourable PM, save us from corona.’
Two quarantine centres – one at the Haji Camp in Ashkona and other at Diabari of Uttara – were set up under the supervision of Bangladesh Army to keep the overseas returnees there.On completion of the screening and immigration procedure at Hazrat Shahjalal International Airport, the selected returnees will be handed over to army.Holding placards that read ‘no isolation camp in residential area’ and ‘we express compassion but please don’t put Sector-18 under threat’, they formed the human chain in the afternoon.Later, army men will take them to the quarantine centres and take care of them."
"19 Mar,2020",https://en.prothomalo.com/youth/education/du-asks-students-to-leave-dorms-by-friday-evening,Prothom Alo,DU asks students to leave dorms by Friday evening,"Dhaka University (DU) authorities have asked residential students to leave their dormitories by 6pm on Friday as coronavirus scare has gripped the country, reports UNB.The decision came from an emergency syndicate meeting held on Thursday at Nabab Nawab Ali Chowdhury Senate building with vice-chancellor M Akhtaruzzman in the chair.The university authorities also extended the period of suspension of classes and exams from 28 to 31 March.A five-member ‘corona response committee’, led by Shahriar Nabi, dean of medicine faculty of DU and associate professor of radiology and imaging department of Dhaka Medical College, has been formed.The committee will coordinate the information inside the campus if corona breaks out inside it.The syndicate also asked the DU officials to limit their works and permitted them to perform their duties from home.The DU dormitories were last vacated after a clash between students and Army members during the army-backed caretaker government on 21 August, 2007."
"10 Mar,2020",https://en.prothomalo.com/bangladesh/iedcr-adds-eight-more-hotline-numbers,Prothom Alo,IEDCR adds eight more hotline numbers,"Institute of Epidemiology, Disease Control and Research (IEDCR) on Tuesday added eight new numbers with previous fours to its hotline service to help people get information about coronavirus (Covid-19), reports BSS.People can also get help about COVID-19, the deadly virus originated from China, by calling the Health Division’s number 16263.IEDCR suggested those returned from abroad to stay home for at least 14 days and requested the relatives of them to remain alert on the days of quarantine. The IEDCR authorities also requested them to contact IEDCR if they develop symptoms similar to that of the coronavirus infection.People can get medical suggestions over the phone for slight symptoms that seem to be similar to those of the corona virus infection."
"13 Feb,2020",https://en.prothomalo.com/bangladesh/China-returnee-youth-admitted-to-RMCH,Prothom Alo,China returnee youth admitted to RMCH,"A Bangladeshi youth who returned from China three days ago, got admitted to Rangpur Medical College Hospital (RMCH) on Wednesday, reports UNB.Tauqir Islam, a resident of Sujapur village of Dinajpur’s Fulbari upazila, returned home on Monday.On Tuesday, he had a fever, cold and complained of chest pain.He has been kept at the RMCH Corona Unit of Isolation Ward.Two other Bangladeshi students recently returned from China. Samples of Tashid were sent to IEDCR but tests confirmed that he was not infected. On the other hand, Al-Amin was sent to Kurmitola Hospital in Dhaka.The novel coronavirus, which emerged from China’s Wuhan, has infected more than 60,000 people and killed over 1,355 others so far.The government has confirmed that two Bangladeshis in Singapore have tested positive for coronavirus."
"22 Mar,2020",https://en.prothomalo.com/opinion/editorial/ensure-ppe-for-all-physicians-nurses,Prothom Alo,"Ensure PPE for all physicians, nurses","Like many other countries in the world, Bangladesh is facing multi-faceted problems due to the corona outbreak. Detecting people who have already been attacked by the virus and quarantining people who have returned from abroad are two key issues, but the authorities have fallen short. But the hospitals do not have necessary equipment to test the patients or provide them with the required service.When we say protection we mean ensuring that for everyone -- from physicians to nurses to the cleaners. We have seen that many physicians and hospital staff had tested positive across the globe while a number of them died in China, Iran and Italy. From 18 March, 5 physicians and 13 hospital staff have died in Italy while 2500 have been attacked by the virus.In our country, the risk is high for both the physicians and the hospital staff. Usually most of the hospitals treat patients more than the capacity and many even have to stay at the floor or the balcony as they get their treatment while they are accompanied by their friends and relatives.We need to keep in mind that thousands of patients are going to the hospitals everyday and the physicians and nurses are treating them. We are not sure if any of the patients have coronavirus and if the hospital staffs are getting affected. We do not even have the kits to test and know who have the virus. The number of physicians and nurses in our country is also very few compared to the requirement.In this situation, a physician contacting coronavirus means many patients not getting his service. They do not only treat coronavirus patients, but they also attend to patients with other complications as well. In a nutshell, the entire healthcare system depends on their wellbeing.But we have not seen the authorities take it seriously. Although the government always said necessary measures had been taken, we see the hospitals are yet to get personal protection equipment. Not only the doctors and hospital staff where coronavirus patients are being treated, every single hospital in the country should get the PPE to ensure the maximum protection.
"
"21 Mar,2020",https://en.prothomalo.com/bangladesh/who-suggests-bangladesh-to-impose-lockdown,Prothom Alo,WHO suggests Bangladesh to impose lockdown,"The World Health Organisation (WHO) on Saturday suggested that Bangladesh can go for a social-distancing measure like partial or complete lockdown of the country to effectively combat the coronavirus, reports UNB.A WHO team, led by its representative to Bangladesh Bardan Jung Rana, gave the suggestion during a meeting with Dhaka South City Corporation (DSCC) mayor Sayeed Khokon at his Banani residence.Talking to UNB, Khokon said WHO thinks the coronavirus situation in Bangladesh may take a serious turn in the days to come if urgent actions are not taken.The WHO delegation told us that some coronavirus-affected countries have chosen partial or complete lockdown or state of emergency to tackle the situation. All of them got good results as the number of fresh cases has dropped drastically in those countri""The WHO delegation told us that some coronavirus-affected countries have chosen partial or complete lockdown or state of emergency to tackle the situation. All of them got good results as the number of fresh cases has dropped drastically in those countries after taking such steps,"" he said.es after taking such stepsThe DSCC mayor said the WHO thinks such a measure of social distancing can be effective in Bangladesh to overcome the coronavirus, but it is a matter of policy decision.He said they wanted to know from the WHO team about how to deal with the corona patients by the health service providers."
"20 Mar,2020",https://en.prothomalo.com/entertainment/dhallywood/movie-extras-what-will-they-do,Prothom Alo,"Movie extras, what will they do?","The normal buzz and bustle on the premises of Bangladesh Film Development Corporation (BFDC) has been replaced with silence. A few 'extras' sit here and there, looking for work. Everything is uncertain and they don't know what to do.
A visit to BFDC on Thursday revealed filming on only a few floors with people few and far between. The few persons hanging around, young and old, were mostly 'extras'. Most people stayed away from the film sets in fear of coronavirus, but these part-time artistes needed work. Most filming has shut down, but they still have turned up as they depend on their daily earnings.Shapla Khatun has worked as an extra on film sets for 20 years now. She hasn't been well since Thursday. She has fever and a sore throat, but still waits at BFDC in hope of getting some work. Why was she unwell? There was only a little rice in the house so she had eaten coconut and puffed rice. The coconut was not fresh and perhaps that was why she was feeling ill. She was worried about how would she act now. Ratna and Shefali, the other extras like Shapla, were worried too. With no work, how would they survive?The 'extras' enlisted with BFDC have been getting less and less work. Their characters and roles have been steadily dropped from films. And now coronavirus seems to be dealing a final blow their careers.Shapla said, ""A film was to be made on Bangabandhu and I was to work in that for 40 days, after which I would leave the media. But now there is now work and I don't know what to do. This corona has robbed us of all work.""
Another extra joined in, ""I have been acting for 22 years, but work has been steadily decreasing. I don't think there will be work anymore.""As it is, roles for extras have been cut down drastically. Now coronavirus has held up filming. They are all worried. Shefali said, ""There is no one to look after us extras. I don't even want to leave acting, but how do we survive? I don't even know any other work.""The 'extras' enlisted with BFDC have been getting less and less work. Their characters and roles have been steadily dropped from films. And now coronavirus seems to be dealing a final blow their careers"
"19 Mar,2020",https://en.prothomalo.com/bangladesh/partial-lockdown-if-situation-worsens-health-minister,Prothom Alo,Partial lockdown if situation worsens: Health minister,"Health minister Zahid Maleque on Thursday said the government will consider lockdown in some vulnerable areas of the country if the coronavirus situation turns worse in the upcoming days, reports UNB.The minister came up with the remarks while talking to reporters at the secretariat.More than 5000 people are currently in quarantine across the country...action will be taken if they try to violate the quarantine rule Zahid Maleque.""Like China, Bangladesh will also go for lockdown in some areas, if necessary. Larger number of expatriates returned to Madaripur and Faridpur districts, we'll consider lockdown these areas, if needed,"" he said.""More than 5000 people are currently in quarantine across the country...action will be taken if they try to violate the quarantine rule,"" he said.The government has selected some hospitals and institutions where 2,000 beds will be installed for isolating people having coronavirus symptoms, the minister stated.
Besides, Bangladesh army members have been preparing Biswa Ijtema ground for quarantining suspected corona patients and their treatment, he added.

"
"19 Mar,2020",https://en.prothomalo.com/bangladesh/italy-returnee-diagnosed-with-coronavirus-in-chuadanga,Prothom Alo,One more infected as number of coronavirus patients rises to 18,"Another young man has been tested positive for coronavirus in Chuadanga, raising the total number of corona cases to 18 in the country, reports UNB.ASM Maruf, the civil surgeon of the district and member secretary of the corona prevention committee, made the announcement in an emergency press briefing at his office.He said the 30-year-old patient returned from Italy on 12 March and he was released from Hazrat Shahjalal International Airport after primary medical test.Staying in Dhaka for two days, Maruf said, he returned to Chuadanga on 14 March.As he developed the symptoms of coronavirus, he went to Chuadanga Sadar Hospital on 16 March, Maruf added."
"18 Mar,2020",https://en.prothomalo.com/bangladesh/govt-has-financial-ability-to-face-covid-19-kamal,Prothom Alo,Govt has financial ability to face COVID-19: Kamal,"Asserting that the government has financial capability to fight against the deadly virus COVID-19, finance minister AHM Mustafa Kamal on Wednesday said the health ministry would receive all necessary support and funding so that it could fulfill its demands to face the virus, reports BSS.If there is any apprehension that the health ministry will face problem or lack financial capability to deal with this virus (Novel Corona), then I can assure you that this apprehension is not right. We’ve such financial capability Mustafa Kamal.“If there is any apprehension that the health ministry will face problem or lack financial capability to deal with this virus (Novel Corona), then I can assure you that this apprehension is not right. We’ve such financial capability,” he said.The finance minister was replying to the questions of the reporters at his ministry conference room at Bangladesh secretariat today after chairing two separate meetings on Cabinet Committee on Economic Affairs and Cabinet Committee on Government Purchase.Kamal said it is his firm belief that prime minister Sheikh Hasina would not disagree if there is any proposal from the health ministry to procure necessary equipment, or to have logistical support or to build any purpose-based hospital to protect the citizens from this deadly virus.“We’ll extend all necessary cooperation and financial support to the ministry of health so that it doesn’t lag behind compared to its requisite demands to face this virus.” he added.The finance minister said it is now not only the responsibility of the government, the ministry of health or the ministry of finance, but also the responsibility of the countrymen to take necessary pre-cautionary measures to stay safe.Replying to another question, he said that the government would make it public if any financial assistance comes from the international agencies, including the IMF, ADB and the World Bank"
"13 Mar,2020",https://en.prothomalo.com/sports/cricket/ipl-postponed-till-april-15-over-coronavirus,Prothom Alo,IPL postponed till April 15 over coronavirus,"The start of the Indian Premier League, the world's most lucrative cricket competition, has been postponed from March 29 until April 15 over the coronavirus, the Indian cricket board said Friday.Sports events worldwide have been upended by the deadly virus, including this weekend's Formula One Australian Grand Prix as well as football and NBA basketball.""The Board of Control for Cricket in India has decided to suspend IPL 2020 till 15th April 2020, as a precautionary measure against the ongoing Novel Corona Virus (COVID-19) situation,"" the BCCI said in a statement.The two-month Twenty20 competition is estimated to generate more than $11 billion for the Indian economy and involves cricket's top international stars like England's Ben Stokes, Australia's David Warner and Indian captain Virat Kohli.Chinese mobile-maker Vivo paid $330 million to be the top sponsor for 2018-2022 for the league.It involves eight franchises playing 60 matches to packed, raucous stadiums of tens of thousands of spectators -- plus cheerleaders -- all around India.India has so far reported relatively few virus cases, but a jump to more than 70 in recent days and the first confirmed death have prompted authorities to discourage public events.

"
"11 Mar,2020",https://en.prothomalo.com/bangladesh/two-coronavirus-infected-recovering-iedcr,Prothom Alo,Two coronavirus patients recovering: IEDCR,"Two of the three patients diagnosed with novel coronavirus (COVID-19) have almost recovered from the disease, said the Institute of Epidemiology, Disease Control and Research (IEDCR) on Wednesday.""Two of the three people infected with the coronavirus tested negative in a retest conducted on Tuesday. They’ll be discharged from the hospital soon,” IEDCR director Meerjady Sabrina Flora said, reports UNB.While addressing a regular press briefing at the IEDCR, she also said another test will be done on the patients after 72 hours. ""There’ll be another test after 72 hours in isolation. If the result is found negative, they’ll be declared free of coronavirus. However, they must follow guidelines of the World Health Organization.""
The IEDCR director also said the condition of the third patient is also good but he has been found still positive. “He is also expected to recover soon.""Flora also said there is no need to shut down educational institutions as the situation is fully under control. ""The coronavirus situation is fully under control. So, it’s not necessary to shut down schools, colleges or community centres. But as a precautionary measure, we’re urging people to avoid public gatherings.""
There’ll be another test after 72 hours in isolation. If the result is found negative, they’ll be declared free of coronavirusMeerjady Sabrina FloraSabrina Flora said no new coronavirus case was detected in the country in the last 24 hours.""In the last 24 hours, IEDCR received a total of 3,225 calls, of which 3,145 were corona-related. Also, in the last 24 hours, 10 people were tested but no one of them was found to be infected with the virus,"" she said.
The IEDCR chief said a total of 142 people have so far been tested for coronavirus.She mentioned that IEDCR has opened a dedicated hotline out of total 12 for coronavirus. The new hotline number is 0194433322.""Free calls can be made to this number from mobile phone operator Banglalink. However, IEDCR is working to make calls from other operators toll-free as well,"" she added.

"
"3 Mar,2020",https://en.prothomalo.com/business/local/planning-minister-warns-of-coronavirus-impact-on-inflation,Prothom Alo,Planning minister warns of coronavirus impact on inflation,"Planning minister MA Mannan on Tuesday said if novel coronavirus cannot be contained then it might have some impact on inflation in the coming months, reports news agency UNB.“Corona (virus) is a global fear now and the global trade and commerce have already been affected to some extent due to the virus fallout. If it’s not contained, then there might be some impact,"" said the minister while briefing reporters revealing the monthly consumer price index after the day’s ECNEC meeting held at NEC conference room in the city.He said as the country’s manufacturing sector is dependent on raw material import, there will be price hike of these materials if the supply is hampered due to virus outbreak. ""Naturally, the price level will see a rise that can’t be controlled.""The minister, however, said it is a matter of great hope that the shipment of goods from China has started.He said the inflation rate in February, 2020 eased to 5.46 per cent against 5.57 per cent in January, 2020.
The planning minister said the inflation rate declined by 0.11 per cent last month mainly because of the availability of vegetables and fish. “The supply flow was good.”The Bangladesh Bureau of Statistics (BBS) data showed that the food inflation declined to 4.97 per cent in February from 5.12 per cent in the previous month, while the non-food inflation rate also declined slightly to 6.23 per cent last month from 6.30 per cent in January.In rural areas, the general inflation rate declined to 5.44 per cent in the last month from 5.52 per cent in January.The general inflation rate also came down to 5.48 per cent in February from 5.67 per cent in January in the urban areas.The point-to-point national wage index was 6.51 per cent in February against 6.56 per cent in January 2020."
11 Feb 2020,https://en.prothomalo.com/science-technology/Novel-coronavirus-named-Covid-19-WHO,Prothom Alo,Novel coronavirus named 'Covid-19': WHO,"The World Health Organisation on Tuesday said ""Covid-19"" would be the new official name for the deadly coronavirus that was first identified in China on 31 December.
""We now have a name for the disease and it's Covid-19,"" WHO chief Tedros Adhanom Ghebreyesus told reporters in Geneva, explaining that ""co"" stood for ""corona"", ""vi"" for ""virus"" and ""d"" for ""disease"".Tedros said the name had been chosen to avoid references to a specific geographical location, animal species or group of people in line with international recommendations for naming in order to avoid stigmatisation.The WHO had earlier given the virus the temporary name of ""2019-nCoV acute respiratory disease"" and China's National Health Commission this week said it was temporarily calling it ""novel coronavirus pneumonia"" or NCP.Speaking on the first day of an international scientific conference in Geneva that will look at possible vaccine options to combat the virus, Tedros also said he saw a ""realistic chance"" of stopping the outbreak.""We are not defenceless,"" he said.""We have to use the current window of opportunity to hit hard and stand in unison to fight this virus in every corner. If we don't we could have far more cases and far higher costs on our hands,"" he said"
"2 Apr,2020",https://en.prothomalo.com/bangladesh/1000-samples-of-corona-suspects-to-be-tested-by-friday-dghs,Prothom Alo,"1,000 samples of corona suspects to be tested by Friday: DGHS","At least 1,000 samples of people with coronavirus symptoms will be tested across the country by Friday.Md Habibur Rahman, director of management information system at Directorate General of Health Services (DGHS), said this while talking to UNB on Thursday.Directors at divisional hospital and civil surgeons across the country have been directed to collect samples from at least two COVID-19 suspects in each upazila by today.The samples will then be tested, he said.Two more people tested positive for coronavirus in the last 24 hours in Bangladesh, raising the total number of cases in the country to 56, the government announced on Thursday.Bangladesh has so far reported six deaths from coronavirus."
"5 Apr,2020",https://en.prothomalo.com/entertainment/music/us-police-bust-pink-floyd-corona-party,Prothom Alo,US police bust Pink Floyd 'corona party',"Partygoers at a Pink Floyd tribute night have been scolded for shouting abuse at New Jersey police after defying social distancing rules brought in to contain the coronavirus pandemic.Around 30 people gathered to watch an acoustic rendition of the British rock band's greatest hits on the front lawn of a home in Rumson, a seaside community south of New York City, that was also broadcast live over social media.Police were called to end the revelry, but met a hostile crowd on arrival.""When we informed everyone that they must leave... we were met with well wishes of 'F-the police' and 'Welcome to Nazi Germany,'"" said the town's police department on Facebook late Saturday.Officers then instructed the band to cut the night short as they were halfway through a performance of Pink Floyd's 1975 anthem ""Wish You Were Here"" -- fittingly, a song often played as an anthem for absent friends.""The Rumson Police Department takes no enjoyment in ruining anyone's fun,"" the police statement said. ""However we ALL have a responsibility to take this pandemic SERIOUSLY and adhere to the social distancing requirement.""New Jersey governor Phil Murphy ordered residents to stay home and non-essential businesses to shutter indefinitely last month.He has since taken to social media to rebuke residents for ignoring the lockdown rules after several news reports of social gatherings.“Can't believe I have to say this at all,"" he tweeted last week. ""But here we are. NO CORONA PARTIES. They're illegal, dangerous, and stupid."""
"5 Apr,2020",https://en.prothomalo.com/science-technology/govt-launches-corona-identifier-app,Prothom Alo,Govt launches 'Corona Identifier' app,"Posts and telecommunications division (PTD) launched an app named “Corona Identifier” which would help people to know about COVID-19 affected patient immediately as well as raise awareness.Using the app, anyone can know the status regarding the intensity of coronavirus spread in the community. It would also caution user whether there is any COVID-19 patient, said a PTD press release on Sunday.Besides, anyone can check whether he is COVID-19 positive. To know it, X-ray image of chest of any person has to be uploaded in the app and within few minute it would give result. So, using this app anyone can know his status immediately rather spending more time for diagnosis.Posts and telecommunications minister Mustafa Jabbar said the app would help to provide people COVID-19 transmission info and identify the people who are in quarantine.
“Our research and development team are working relentlessly to ensure credibility of the app further,” he added.State-owned mobile phone operator, Teletalk has been assigned to operate the app with the technical support of Radisson Digital Technologies, said a PTD press release today.The app would be available in playstore and app store soon. Meanwhile, many people have started using this app from this link http://coronaidentifier.teletalk.com.bd/"
"10 Apr,2020",https://en.prothomalo.com/science-technology/science/44-vaccines-70-drugsyet-a-long-journey-to-corona-drug,Prothom Alo,"44 vaccines, 70 drugs—yet a long journey to corona druga","As top drug makers, scientists and independent researchers join an unprecedented race to develop a vaccine against SARS-CoV-2 virus that causes deadly COVID-19 disease, the ordinary souls are left confused, grappling with claims making rounds on social media as if a COVID-19 drug or a vaccine is just around the corner.The stark truth is: There is absolutely none.The piecemeal efforts are currently on in various countries, but a coordinated global vaccine development effort is nowhere to be seen.According to Seth Berkley, CEO of Gavi, the Vaccine Alliance in Geneva, unless “we take a global perspective and ensure that everyone has access to future COVID-19 vaccines, this virus will keep coming back.“And in a race like that, there are no winners,” he tweeted on Wednesday.In an article in UK-based The Spectator, Berkley said: “Without global coordination, there is a danger that we could end up facing immediate Billionaire philanthropist Bill Gates has announced his foundation is paying for the construction of facilities that will manufacture seven promising coronavirus vaccines and the best two vaccines would be picked for final trials.In India, the Serum Institute of India has collaborated with New York-based Codagenix Inc to develop a vaccine against the deadly respiratory virus.According to the World Health Organisation (WHO), 42 vaccines are in pre-clinical stage while only two have entered Phase 1.
The two vaccines which are in Phase 1 are from CanSino Biological Inc. and Beijing Institute of Biotechnology; and Moderna/the National Institute of Allergy and Infectious Disease (NIAID) in the US.From Zydus Cadila to Moderna, from Sanofi Pasteur to Sinovac—and several prestigious universities like Imperial College London and University of Oxford in between—the efforts are on to develop a vaccine, but all are currently in just preclinical stages.Those 44 vaccines use a wide range of delivery platforms and techniques to protect our bodies from Sars-CoV-2 virus.
According to experts, the COVID-19 vaccine is at least 12-18 months away, so there is no need to jump on every occasion someone announces a new one.“We need to set aside nationalistic and financial interests when tackling Covid-19. Instead, we need a global, publicly funded, ‘Big Science’ approach that encourages collaboration and the sharing of information and resources,” stressed Berkley.“Like the Human Genome Project, the Large Hadron Collider and other Big Science projects, this approach would allow the world to make significant advances more quickly and efficiently than could be achieved through piecemeal efforts,” he added.Apart from vaccines, nearly 70 drugs and experimental cocktails are being examined. The WHO has announced a global trial called ‘SOLIDARITY’ to find out if any drug can actually treat infections with the new coronavirus.Scientists have suggested dozens of existing compounds for testing, but WHO is focusing on what it says are the four most promising therapies.These are “an experimental antiviral compound called remdesivir; the malaria medications chloroquine and hydroxychloroquine; a combination of two HIV drugs, lopinavir and ritonavir; and that same combination plus interferon-beta, an immune system messenger that can help cripple viruses,” said the article in the journal of the American Association for the Advancement of Science (AAAS).California-based biotechnology company Gilead Sciences says it is ready with 1.5 million individual doses of promising remdesivir drug against COVID-19 disease for compassionate use, expanded access and clinical trials.
Remdesivir is still an investigational medicine and has not been approved by regulatory authorities anywhere in the world.US president Donald Trump made Hydroxychloroquine a wonder drug, but there are conflicting reports, available data are thin and results from COVID-19 patients are murky.A study that first claimed that anti-malaria drug hydroxychloroquine is an effective treatment for the novel coronavirus has now been slammed by the same society that publishes the journal in which the paper first appeared.The Scotland-based nonprofit International Society of Antimicrobial Chemotherapy (ISAC) has stressed that the study in question that appeared in its International Journal of Antimicrobial Agents (IJAA) “did not meet its standard”.
In Berkley’s viewpoint: “It’s clear now that vaccination is the only way to end this pandemic and return to a more normal life, so we need take steps to ensure we don’t have a repeat of what happened in 2009 during the H1N1 swine flu pandemic, where a small number of countries effectively hoarded the global supply of vaccines”.
"
"13 Apr,2020",https://en.prothomalo.com/international/india/indias-corona-tally-reaches-9152-deaths-3088,Prothom Alo,"India’s corona tally reaches 9,152, deaths 308","The total number of novel coronavirus cases in the country surged past 9,000 on Monday and the death count reached 308, said Union Ministry of Health and Family welfare.
“Total number of confirmed cases of novel coronavirus are 9,152,” the Health Ministry said in an 8 a.m. update.There are at least 938 new cases and 35 new deaths reported in the last 15 hours.Of the total cases, 7,987 are active cases of COVID-19, 856 individuals have recovered and discharged from the hospital, while 308 deaths have been recorded across the country and one person migrated to another country.On Sunday at 5:00pm the total active cases stood at 7,409 and the total number of deaths reported was 273.There are at least 72 foreign nationals in India, affected by the disease. Most number of coronavirus cases have been reported from Maharashtra (1,985), Delhi (1,154), Tamil Nadu (1,043) and Rajasthan (804)."
23 Apr.2020,https://en.prothomalo.com/opinion/op-ed/corona-science-and-god,Prothom Alo,"Corona, science and God","As the corona pandemic is taking a heavy toll on us, Facebookers are scathingly debating over who is greater, God or science. One group is saying it’s the Creator who will eventually get rid of this ‘curse’, while the other group is betting on science.

Knowledge is a holistic idea. Piecemeal knowledge is not knowledge as such. Piecemeal knowledge is incomplete knowledge. The knowledge only which is tested in all branches of scholarship, which is proven rational in all branches of knowledge or which make sense in all branches of scholarship, like philosophy, sociology, biology, psychology, anthropology and mathematics, is knowledge per se.

Whether or not there is a Creator, is not an issue of science. It is an issue of social science. Social science, not science, is an overarching scholarship of human knowledge whereas science is only a discipline, mostly technical knowledge. Any discipline or any scholarship of knowledge or any knowledge connecting with humans or human society belongs to social science. All of the branches/disciplines of human knowledge together comprise social science. Social science is interdisciplinary knowledge while science is a single disciplinary knowledge.Again, there is a vast range of scholarship beyond science. Science comprises only a part, (max 10 to 20 to 30 per cent) of human knowledge (social knowledge). Science is ‘empirical knowledge’. There is a large volume of scholarship based on ‘inferred knowledge’ in social science, which is beyond the reach of science.Had the existence of the Creator [the Creator who has created you (if at all)] been proved in ‘empirical knowledge’, and had the Creator been so visible/so present in human life, then humans would have been under direct supervision of their Creator (who would be the absolute autocrat). Human civilisation would have been totally different from what it is today. Human communication would have been totally different.Science could not unravel hundreds of mysteries of the universe as yet. In science, the ‘work’ is calculated by multiplying ‘force’ by the ‘amount of movement’ of an object (W = FX D). For instance, if a group of people push a heavy rock for a whole day and if the rock is not moved, the science says that there has been no work done there. But the social science would for sure recognise that there has been some work, albeit no outcome. At the same time, the social science would also say that the effort ‘with apparently zero outcome’ has an outcome at the end of the day. The effort or the work will tell us as to why the rock was not moved. It would guide us to take next course of action.Humans will never be able to find their Creator with ‘empirical knowledge’ [i.e. science]. Had the existence of the Creator [the Creator who has created you (if at all)] been proved in ‘empirical knowledge’, and had the Creator been so visible/so present in human life, then humans would have been under direct supervision of their Creator (who would be the absolute autocrat). Human civilisation would have been totally different from what it is today. Human communication would have been totally different. So, if you would like to find the Creator, you will have to find Him through ‘inferred knowledge’, not in ‘empirical knowledge’, i.e. science. So, science alone would never be able to talk about the Creator.You, however, may get some signs in science which would give you some clues, at best. So, it’s not science’s business to say whether there is a Creator and what is a Creator and who is the Creator."
"24 Apr,2020",https://en.prothomalo.com/bangladesh/local-news/bibhutibhushan-the-gladiator-of-the-corona-days,Prothom Alo,Bibhutibhushan: The gladiator of the corona days,"The Barishal Sher-E-Bangla Medical College Hospital started to do coronavirus tests on 29 March.Bibhutibhushan Halder, 30, a technologist of the hospital, has been relentlessly working on collecting samples since then, while many others have avoided the risky job.As of last Friday, Bibhutibhushan has collected samples from around 50 people.While most of the people are scared of coronavirus and are avoiding the infected people, Bibhutibhushan is an exception.His efforts have earned him the epithet of a ‘real hero’ in the fight against coronavirus among the health department officials of Barishal.The hospital authorities initially selected five people, including him for collecting samples.“My coworkers were frightened. Some shirked the responsibility giving various excuses while others discarded their names from the roaster by lobbying. And then I realized I would have to do it alone,” Bibhutibhushan said, sharing his experience of the initial days.Like his coworkers, Bibhutibhushan, too, was frightened to take such a risky job.“I couldn’t sleep well on the night of 28 March. I was frightened by the news of deaths. I was troubled to collect samples of such a dangerous virus that I had no experience of doing,” he said.“I once thought of avoiding the work showing any excuse. But then I thought someone must come forward in this time of crisis,” Bibhutibhushan added.On 29 March morning, Bibhutibhushan's parents and his elder brother were anxious, too.His mother Ranja Rani, with a trembling voice asked, ""Can’t you avoid the responsibility?""But she immediately changed her stance and said, “Okay, you should go. Those who are dying of the virus are also some mother's children. I’m sending you for their help.”Bibhutibhushan’s father Sudhangshu Halder, who retired as an assistant treasurer of the hospital six years back, said, “Everyone wasn't lucky enough to participate in the Liberation War. This fight against coronavirus is also a war. Not everyone will get an opportunity to take part in this battle. Go fight this, our blessings are with you.”Bibhutibhushan said he donned Personal Protective Equipment (PPE) on 29 March and collected samples of two men.Since then, he has been working dawn to dusk till now.Treating coronavirus patients has its physiological toll.He cannot sleep well when he visualises the agony of the patients.Barishal health department’s assistant director Shyamol Krishna Mandal said, “Bibhutibhushan's courage makes us proud. We always pray that he remains fit and serve people.”Bibhutibhushan said he works for seven to eight hours every day at the coronavirus unit of the hospital.He has not gone to his home since 29 March considering the safety of the family members. He now lives in a room near the hospital.Barishal Sher-E-Bangla Medical College Hospital’s director Bakir Hossain said, “Bibhutibhushan has come forward while others have escaped. He is working day and night despite the risk. Youths like him are real heroes. The way he’s working without any fear is unprecedented. We’re very proud of him."""
"25 Apr,2020",https://en.prothomalo.com/entertainment/hollywood/tom-hanks-sends-typewriter-to-bullied-australian-boy-named-corona,Prothom Alo,Tom Hanks sends typewriter to bullied Australian boy named Corona,"Tom Hanks has sent a letter and a Corona brand typewriter to an Australian boy who wrote to him about being bullied over his name, Corona, Australian television networks reported on Thursday.Corona De Vries, an eight-year-old from the Gold Coast in Queensland state wrote to the Hollywood star after he and his wife, Rita, had spent more than two weeks in quarantine after testing positive for COVID-19 in the Australian beach resort.The boy had written to Hanks saying: ""I heard on the news you and your wife had caught the coronavirus,"" Channel 7 News reported. ""Are you ok?""He said he loved his name but people at school called him the coronavirus, which made him ""sad and angry"".""Your letter made my wife and I feel so wonderful!"" Hanks replied in a letter typed on a Corona typewriter which he had taken to the Gold Coast.""You know, you are the only person I've ever known to have the name Corona -- like the ring around the sun, a crown,"" the double Oscar winner wrote to the boy.""I thought this typewriter would suit you,"" an image of the letter aired by Channel 7 News showed. ""Ask a grown up how it works. And use it to write me back.""Hanks handwrote at the end: ""P.S. You got a friend in ME!"""
