,Date,Link,Newspaper Name,Corrected_Date,Headline_Keywords,Body_Keywords
21,18-Feb-20,https://www.startribune.com/general-mills-temporarily-closes-nearly-half-its-haagen-dazs-shops-in-china-due-to-coronavirus/567973002/,StarTribune,2/18/2020,"['Dazs', 'Häagen', 'shops', 'Mills', 'China', 'General', 'coronavirus']","['impact', 'General', 'China', 'Mills', 'sales', 'Tuesday', 'company', 'coronavirus', 'guidance', 'year', 'Dazs', 'Häagen', 'Bruce', 'shops']"
22,18-Feb-20,https://www.startribune.com/infodemic-is-another-coronavirus-threat/567985032/,StarTribune,2/18/2020,"['coronavirus', 'threat']","['China', 'virus', 'truth', 'people', 'Xi', 'crisis', 'Vidwans', 'outbreak', 'information', 'world', 'health', 'war', 'transparency', 'economy']"
23,18-Feb-20,https://www.startribune.com/medtronic-reports-unexpectedly-strong-quarterly-profit-warns-of-coronavirus-effects/567967022/?refresh=true,StarTribune,2/18/2020,"['profit', 'estimates', 'sales', 'growth']","['Medtronic', '%', 'sales', 'quarter', 'revenue', 'heart', 'device', 'China', 'CEO', 'margin', 'devices', 'stock', 'Tuesday', 'period']"
24,18-Feb-20,https://www.startribune.com/ecolab-s-4q-profit-rose-but-execs-already-see-an-impact-in-2020-from-coronavirus/567968582/?refresh=true,StarTribune,2/18/2020,"['Ecolab', 'profit', '%']","['quarter', 'sales', '%', 'share', 'business', 'year', 'Ecolab', 'tax', 'impact', 'analysts', 'results', 'currency', 'cents', 'price']"
25,18-Feb-20,https://www.startribune.com/first-of-minnesota-s-largest-companies-confirm-coronavirus-will-affect-bottom-line/567985672/?refresh=true,StarTribune,2/18/2020,"['Minnesota', 'companies', 'coronavirus', 'line']","['China', '%', 'Ecolab', 'sales', 'virus', 'Tuesday', 'Mills', 'products', 'General', 'week', 'impact', 'Apple', 'government', 'company']"
26,21-Feb-20,https://www.startribune.com/flu-shows-second-act-in-minnesota/568050432/?refresh=true,StarTribune,2/21/2020,"['Hundreds', 'flu', 'surges', 'Minnesota']","['flu', 'influenza', 'season', 'strain', 'vaccine', 'children', 'week', 'Martin', 'Minnesota', '%', 'outbreaks', 'data', 'illnesses', 'state']"
27,23-Feb-20,https://www.startribune.com/best-buy-well-positioned-to-benefit-from-growth-in-electronic-sales-if-it-happens/568087042/,StarTribune,2/23/2020,"['growth', 'electronics', 'sales']","['year', 'China', '%', 'coronavirus', 'Buy', 'growth', 'products', 'devices', 'TVs', 'production', 'Best', 'chain', 'report', 'consumer']"
28,23-Feb-20,https://www.startribune.com/schafer-c-h-robinson-leader-sees-ripples-not-big-changes-in-global-trade/568087672/,StarTribune,2/23/2020,"['leader', 'ripples', 'changes', 'Robinson', 'C.H.', 'trade']","['trade', 'customers', 'Biesterfeld', 'supply', 'globalization', 'Robinson', 'China', 'products', 'people', 'outbreak', 'C.H.', 'years', 'lot', 'companies']"
29,24-Feb-20,https://www.startribune.com/nearly-all-minnesota-companies-caught-in-market-selloff/568139602/,StarTribune,2/24/2020,"['companies', 'stock', 'market', 'Minnesota', 'sell']","['%', 'health', 'week', 'Monday', 'Minnesota', 'care', 'Sanders', 'investment', 'China', 'sell', 'Corp.', 'company', 'South', 'catalyst']"
30,25-Feb-20,https://www.startribune.com/is-the-coronavirus-outbreak-a-pandemic-yet/568153242/,StarTribune,2/25/2020,"['coronavirus', 'pandemic']","['people', 'cases', 'Covid-19', 'health', 'coronavirus', 'pandemic', 'outbreak', 'care', 'China', 'influenza', 'hospitals', 'countries', 'disease', 'masks']"
31,26-Feb-20,https://www.startribune.com/straight-talk-on-coronavirus-risks-is-welcome-and-necessary/568216062/,StarTribune,2/26/2020,"['talk', 'coronavirus', 'risks']","['administration', 'week', 'U.S.', 'coronavirus', 'pandemic', 'health', 'officials', 'CDC', 'influenza', 'outbreak', 'Trump', 'Wednesday', 'Shelby', 'Department']"
32,26-Feb-20,https://www.startribune.com/minnesota-senate-bill-would-set-aside-5m-for-coronavirus/568226652/,StarTribune,2/26/2020,"['Minnesota', 'Senate', 'bill', 'coronavirus']","['state', 'health', 'officials', 'virus', 'Minnesota', 'Relph', 'care', 'Walz', 'funding', 'providers', 'case', 'Delta', 'Lines', 'Air']"
33,26-Feb-20,https://www.startribune.com/3m-cannot-keep-up-with-demand-for-protective-masks-because-of-coronavirus-outbreak/568207772/,StarTribune,2/26/2020,"['demand', 'masks', 'coronavirus', 'M', 'outbreak']","['China', 'M', 'supply', 'workers', 'coronavirus', 'employees', '%', 'impact', 'Donaldson', 'travel', 'demand', 'sales', 'Suzhou', 'masks']"
34,27-Feb-20,https://www.startribune.com/northern-californian-tests-positive-for-coronavirus-in-first-u-s-case-with-no-link-to-foreign-travel/568229462/,StarTribune,2/27/2020,"['health', 'officials', 'coronavirus', 'Minnesota', 'citizens']","['virus', 'health', 'Minnesota', 'China', 'people', 'CDC', 'Ehresmann', 'supplies', 'coronavirus', 'risk', 'care', 'state', 'U.S.', 'masks']"
35,27-Feb-20,https://www.startribune.com/a-leadership-moment-on-coronavirus-was-no-other-way-to-put-it-trumped/568248472/?refresh=true,StarTribune,2/27/2020,"['leadership', 'moment', 'coronavirus', 'way']","['Trump', 'Pence', 'time', 'job', 'authority', 'czar', 'insults', 'nation', 'conference', 'Tuesday', 'health', 'president', 'problem', 'announcement']"
36,27-Feb-20,https://www.startribune.com/best-buy-predicts-short-term-impact-from-coronavirus-reports-solid-holiday-sales/568240952/?refresh=true,StarTribune,2/27/2020,"['product', 'shortages', 'delays', 'term', 'Buy', 'coronavirus']","['year', 'Buy', 'sales', 'Barry', 'Best', 'areas', 'size', 'situation', 'outbreak', 'Thursday', 'coronavirus', 'months', 'guidance', 'shortages']"
37,27-Feb-20,https://www.startribune.com/minnesota-projects-1-5-billion-surplus-setting-up-spending-battle-in-legislature/568245012/?refresh=true,StarTribune,2/27/2020,"['Minnesota', 'surplus', 'battle']","['state', 'tax', 'budget', 'surplus', 'House', 'year', 'Walz', 'growth', 'DFL', 'Thursday', 'officials', 'spending', 'bill', 'lawmakers']"
38,28-Feb-20,https://www.startribune.com/minnesota-readies-public-to-self-inoculate-against-coronavirus/568254432/?refresh=true,StarTribune,2/28/2020,"['Minnesota', 'officials', 'arrival', 'coronavirus']","['China', 'virus', 'health', 'U.S.', 'infection', 'Minnesota', 'people', 'Ehresmann', 'care', 'outbreak', 'state', 'weeks', 'Wuhan', 'cases']"
39,28-Feb-20,https://www.startribune.com/despite-projected-surplus-caution-is-advised-at-the-capitol/568306182/,StarTribune,2/28/2020,"['surplus', 'caution', 'Capitol']","['state', 'fund', 'budget', 'Frans', 'spending', 'surplus', 'Minnesota', 'revenue', 'safety', 'year', 'wages', 'Walz', 'lights', 'expenses']"
40,28-Feb-20,https://www.startribune.com/university-of-st-thomas-pulling-students-from-rome-program-because-of-virus/568301162/,StarTribune,2/28/2020,"['students', 'Thomas', 'Rome', 'St.', 'program', 'University', 'virus']","['students', 'university', 'China', 'program', 'Italy', 'semester', 'South', 'virus', 'McDermott', 'decision', 'concerns', 'Minnesota', 'spring', 'Korea']"
41,28-Feb-20,https://www.startribune.com/market-recap-beyond-meat-surprises-wall-street-with-loss-shares-slump/568312772/,StarTribune,2/28/2020,"['surprises', 'Wall', 'Meat', 'Street', 'loss', 'recap', 'Market']","['%', 'Friday', 'Tuesday', 'share', 'company', 'shares', 'quarter', 'Monday', 'demand', 'virus', 'week', 'cent', 'vaccine', 'Clorox']"
42,29-Feb-20,https://www.startribune.com/mankato-adds-taxi-link-to-msp-airport-shuttle-duluth-loses-an-airline/568258002/,StarTribune,2/29/2020,"['MSP', 'airport', 'link', 'shuttle', 'Duluth', 'taxi', 'Mankato']","['Seoul', 'Duluth', 'Landline', 'service', 'Runway', 'W', 'Airport', 'flight', 'Delta', 'Mankato', 'demand', 'International', 'South', 'airport']"
43,29-Feb-20,https://www.startribune.com/minnesota-officials-will-have-ability-to-test-for-coronavirus-by-next-week/568294812/,StarTribune,2/29/2020,"['officials', 'ability', 'coronavirus', 'Minnesota', 'week']","['testing', 'CDC', 'people', 'China', 'state', 'U.S.', 'virus', 'flu', 'cases', 'officials', 'Wuhan', 'Minnesota', 'contact', 'Friday']"
44,29-Feb-20,https://www.startribune.com/worst-week-on-stock-market-since-2008-stunned-some-of-minnesota-s-top-money-managers/568307852/,StarTribune,2/29/2020,"['market', 'Minnesota', 'money', 'stock', 'week', 'managers']","['market', 'week', 'investment', 'investors', 'coronavirus', 'Schleif', 'fear', 'term', 'Johnson', 'Minneapolis', 'Friday', 'stock', 'markets', 'money']"
45,29-Feb-20,https://www.startribune.com/best-virus-money-moves-you-can-make-attack-household-debt-hone-job-hunting-skills/568259702/,StarTribune,2/29/2020,"['hone', 'job', 'debt', 'hunting', 'virus', 'money', 'household']","['risk', 'job', 'credit', 'infection', 'auto', 'strategy', 'debts', 'level', 'Federal', 'Reserve', 'virus', 'chains', 'signs', 'dip']"
46,29-Feb-20,https://www.startribune.com/hot-dish-south-carolina-votes-as-klobuchar-pivots-to-super-tuesday/568341541/,StarTribune,2/29/2020,"['votes', 'Klobuchar', 'Carolina', 'pivots', 'Super', 'South', 'Dish']","['Klobuchar', 'South', 'Carolina', 'Nashville', 'U.S.', 'primary', 'polls', 'Super', 'party', 'Tuesday', 'Biden', 'Hebda', 'clergy', 'report']"
47,29-Feb-20,https://www.startribune.com/3m-can-t-confirm-pence-comments-about-making-more-masks/568354132/,StarTribune,2/29/2020,"['M', 'Pence', 'comments', 'masks']","['M', 'Pence', 'respirators', 'President', 'U.S.', 'government', 'Saturday', 'masks', 'health', 'today', 'Ehrlich', 'world', 'Donald', 'conference']"
48,1-Mar-20,https://www.startribune.com/delta-halting-nyc-milan-service-in-wake-of-coronavirus-outbreak/568372562/,StarTribune,3/1/2020,"['service', 'Milan', 'wake', 'NYC', 'coronavirus', 'Delta', 'outbreak']","['Delta', 'flights', 'Milan', 'service', 'Airport', 'Seoul', 'flight', 'airline', 'coronavirus', 'Italy', 'months', 'MSP', 'travel', 'Twin']"
49,1-Mar-20,https://www.startribune.com/a-coronavirus-case-in-a-minnesota-school-wouldn-t-automatically-mean-closings/568381302/,StarTribune,3/1/2020,"['case', 'Minnesota', 'school', 'coronavirus', 'closings']","['school', 'MDH', 'schools', 'officials', 'health', 'Ehresmann', 'Minnesota', 'Schools', 'Public', 'County', 'coronavirus', 'South', 'Washington', 'Rochester']"
50,2-Mar-20,https://www.startribune.com/target-s-new-cfo-says-company-will-continue-to-invest-to-compete/568311542/,StarTribune,3/2/2020,"['meeting', 'Minneapolis', 'coronavirus', 'investors', 'Target', 'concerns']","['Target', 'sales', 'Fiddelke', 'year', 'company', 'coronavirus', 'years', 'store', 'retailers', 'stores', 'Brian', 'investments', 'opportunities', 'road']"
51,2-Mar-20,https://www.startribune.com/minnesota-governor-tim-walz-updates-state-preparations-for-coronavirus/568400712/,StarTribune,3/2/2020,"['Walz', 'Minnesota', 'arrival', 'Gov.', 'coronavirus']","['people', 'state', 'health', 'Minnesota', 'cases', 'virus', 'day', 'symptoms', 'woman', 'testing', 'Lakeville', 'Feb.', 'coronavirus', 'U.S.']"
52,2-Mar-20,https://www.startribune.com/how-competitive-is-the-twin-cities-housing-market-only-3-in-u-s-are-tougher/568401182/,StarTribune,3/2/2020,"['Twin', 'Cities', 'housing', 'market', 'U.S.']","['buyers', 'year', 'sellers', 'market', 'house', 'price', 'housing', 'offers', 'home', 'listings', 'houses', '%', 'week', 'Jensen']"
53,2-Mar-20,https://www.startribune.com/coronavirus-outbreak-slows-work-at-factories-in-minnesota-midwest/568397152/,StarTribune,3/2/2020,"['coronavirus', 'doorstep', 'Minnesota', 'Impact', 'companies']","['coronavirus', 'index', 'supply', 'Minnesota', 'Goss', 'region', 'China', 'managers', 'Creighton', 'trade', 'February', 'employment', 'manufacturers', 'production']"
54,3-Mar-20,https://www.startribune.com/twin-cities-stores-seeing-run-on-supplies-for-pandemic-pantries/568409652/,StarTribune,3/3/2020,"['Cities', 'stores', 'supplies', 'Twin', 'pantries']","['sanitizer', 'sales', 'Monday', 'hand', 'coronavirus', 'paper', '%', 'supplies', 'shelves', 'Costco', 'Cities', 'U.S.', 'Twin', 'weekend']"
55,4-Mar-20,https://www.startribune.com/tough-advice-don-t-touch-your-face/568444342/,StarTribune,3/4/2020,"['coronavirus', 'prevention', 'advice', 'face']","['people', 'hands', 'Minnesota', 'health', 'virus', 'face', 'coronavirus', 'time', 'surfaces', 'coffee', 'mouth', 'care', 'Disease', 'China']"
56,4-Mar-20,https://www.startribune.com/there-s-a-reason-why-you-re-so-freaked-out-by-the-coronavirus/568486972/,StarTribune,3/4/2020,"['reason', 'coronavirus']","['coronavirus', 'risk', 'Ropeik', 'people', 'Slovic', 'control', 'flu', 'perception', 'health', 'fear', 'problem', 'government', 'disease', 'sense']"
57,4-Mar-20,https://www.startribune.com/wisconsin-solar-installations-delayed-because-of-coronavirus-minnesota-developers-worried/568483652/,StarTribune,3/4/2020,"['installations', 'coronavirus', 'Minnesota', 'Wisconsin', 'developers']","['project', 'Minnesota', 'construction', 'Wisconsin', 'projects', 'China', 'panels', 'Energy', 'force', 'delays', 'Creeks', 'power', 'supply', 'filing']"
58,4-Mar-20,https://www.startribune.com/minnesota-nonprofits-foundations-prep-for-possible-coronavirus-outbreak/568506912/?refresh=true,StarTribune,3/4/2020,"['foundations', 'prep', 'coronavirus', 'Minnesota', 'outbreak']","['Minnesota', 'outbreak', 'foundations', 'director', 'coronavirus', 'nonprofits', 'St.', 'people', 'Paul', 'hand', 'sanitizer', 'plans', 'People', 'Garcia']"
59,5-Mar-20,https://www.startribune.com/vp-mike-pence-cancels-thursday-appearance-at-st-paul-campaign-event/568504142/,StarTribune,3/5/2020,"['Thursday', 'St.', 'appearance', 'Pence', 'Paul', 'Mike', 'campaign']","['event', 'Pence', 'Minnesota', 'visit', 'President', 'Trump', 'state', 'election', 'House', 'St.', '3', 'Paul', 'primary', 'Coronavirus']"
60,5-Mar-20,https://www.startribune.com/act-now-to-protect-minnesota/568537062/,StarTribune,3/5/2020,"['Minnesota', 'coronavirus', 'epidemic']","['Minnesota', 'state', 'cases', 'House', 'Senate', 'virus', 'outbreak', 'health', 'Hortman', 'package', 'officials', 'Gazelka', 'preparation', 'Walz']"
61,5-Mar-20,https://www.startribune.com/bloomington-based-donaldson-lowers-revenue-forecast-due-to-coronavirus-other-market-disruptions/568525342/,StarTribune,3/5/2020,"['forecast', 'revenue', 'coronavirus', 'Donaldson', 'market', 'Bloomington', 'disruptions']","['quarter', 'sales', 'company', 'products', '%', 'Donaldson', 'trucks', 'employees', 'demand', 'earnings', 'orders', 'share', 'Carpenter', 'income']"
62,5-Mar-20,https://www.startribune.com/minnesota-set-for-more-novel-coronavirus-testing/568540932/,StarTribune,3/5/2020,"['Minnesota', 'novel', 'coronavirus', 'testing']","['state', 'health', 'Minnesota', 'testing', 'students', 'samples', 'Thursday', 'coronavirus', 'officials', 'CDC', 'influenza', 'patients', 'Italy', 'people']"
63,5-Mar-20,https://www.startribune.com/vice-president-mike-pence-visits-3m-on-coronavirus-tour/568524912/,StarTribune,3/5/2020,"['Pence', 'Mike', 'M', 'President', 'coronavirus', 'Vice', 'tour']","['coronavirus', 'Pence', 'M', 'health', 'president', 'Thursday', 'vice', 'Minnesota', 'officials', 'virus', 'state', 'House', 'Malcolm', 'face']"
64,5-Mar-20,https://www.startribune.com/fed-can-soothe-markets-but-it-can-t-reopen-factories/568537042/,StarTribune,3/5/2020,"['Fed', 'markets', 'factories']","['workers', 'health', 'coronavirus', 'Fed', 'time', 'leave', 'year', 'people', 'virus', 'government', 'interest', 'economy', 'spread', 'meetings']"
65,6-Mar-20,https://www.startribune.com/minnesota-house-passes-paid-family-and-medical-leave-bill/568543192/?refresh=true,StarTribune,3/6/2020,"['House', 'bill', 'family', 'Minnesota', 'leave']","['bill', 'Gazelka', 'time', 'measure', 'weeks', 'workers', 'concerns', 'Senate', 'leave', 'employees', 'businesses', 'House', 'legislation', 'birth']"
66,6-Mar-20,https://www.startribune.com/damage-to-airlines-from-virus-slowdown-could-be-as-bad-as-2008-downturn-industry-says/568543452/?refresh=true,StarTribune,3/6/2020,"['virus', 'slowdown', 'downturn', 'airlines', 'Damage', 'industry']","['travel', 'flights', 'airlines', 'airline', 'SARS', 'world', '%', 'routes', 'outbreak', 'flight', 'passengers', 'aviation', 'Airlines', 'March']"
67,6-Mar-20,https://www.startribune.com/obesity-rates-keep-rising-in-the-u-s/568574172/?refresh=true,StarTribune,3/6/2020,"['Obesity', 'rates', 'U.S.']","['nutrition', 'obesity', 'children', '%', 'providers', 'problems', 'information', 'Dietary', 'food', 'diabetes', 'history', 'adults', 'lunches', 'pounds']"
68,6-Mar-20,https://www.startribune.com/radisson-hotel-group-takes-precautions-as-hospitality-industry-braces-for-coronavirus/568525492/,StarTribune,3/6/2020,"['precautions', 'hospitality', 'Group', 'industry', 'braces', 'Hotel', 'Radisson']","['Radisson', 'China', 'hotels', 'hotel', 'travelers', 'Group', 'precautions', 'company', 'Hotel', 'coronavirus', 'room', 'Inc.', 'Jin', 'Hospitality']"
69,7-Mar-20,https://www.startribune.com/virus-will-test-minnesota-s-strong-public-health-system/568567562/,StarTribune,3/7/2020,"['Virus', 'Minnesota', 'health', 'systema']","['disease', 'Minnesota', 'health', 'state', 'Department', 'world', 'states', 'U.S.', 'calls', 'hand', 'Health', 'MDH', 'battle', 'Star']"
70,7-Mar-20,https://www.startribune.com/minnesota-employers-need-to-think-past-hand-sanitizer-to-protect-workplaces-from-coronavirus-effects/568596492/,StarTribune,3/7/2020,"['sanitizer', 'hand', 'workplaces', 'employers', 'coronavirus', 'Minnesota', 'effects']","['workers', 'businesses', 'people', 'leave', 'employees', 'health', 'Minnesota', 'care', 'Brooks', 'Goldstein', 'coronavirus', 'staff', 'bank', 'Fahs']"
71,7-Mar-20,https://www.startribune.com/put-the-mask-down-wash-your-hands-and-other-virus-advice/568595822/,StarTribune,3/7/2020,"['mask', 'hands', 'virus', 'advice']","['hands', 'Minnesota', 'face', 'people', 'wipes', 'masks', 'Settergren', 'store', 'hand', 'health', 'sanitizers', 'control', 'family', 'coronavirus']"
72,9-Mar-20,https://www.startribune.com/read-the-minnesota-health-department-announcement-about-state-s-second-covid-19-case/568624621/,StarTribune,3/9/2020,"['Department', 'announcement', 'state', 'Health', 'Minnesota', 'case']","['health', 'Health', 'MDH', 'person', 'cases', 'case', 'people', 'County', 'Public', 'CDC', 'March', 'Carver', 'Disease', 'sneezes']"
73,9-Mar-20,https://www.startribune.com/coronavirus-shows-why-electing-competent-state-and-local-officials-is-vital/568629542/,StarTribune,3/9/2020,"['Coronavirus', 'state', 'officials']","['state', 'officials', 'government', 'health', 'coronavirus', 'CDC', 'disease', 'people', 'county', 'Gov.', 'city', 'New', 'testing', 'quarantine']"
74,9-Mar-20,https://www.startribune.com/korean-air-president-says-coronavirus-threatens-the-airline-s-survival/568627241/,StarTribune,3/9/2020,"['president', 'coronavirus', 'airline', 'Air', 'survival']","['Air', '%', 'Korea', 'Korean', 'South', 'Delta', 'airlines', 'company', 'countries', 'coronavirus', 'Monday', 'survival', 'carrier', 'employees']"
75,9-Mar-20,https://www.startribune.com/saudi-crown-prince-tests-grip-on-power/568641932/,StarTribune,3/9/2020,"['crown', 'prince', 'grip', 'power']","['Prince', 'Mohammed', 'oil', 'year', 'family', 'allegations', 'Salman', 'war', 'prince', 'crude', 'arrests', 'Journal', 'price', 'country']"
76,9-Mar-20,https://www.startribune.com/questions-abound-about-who-pays-what-on-covid-19-coverage/568571022/,StarTribune,3/9/2020,"['Questions', 'coverage']","['health', 'plans', 'insurance', 'patients', 'coronavirus', 'testing', 'test', 'care', 'cost', 'co', 'people', 'HealthPartners', 'employers', '-']"
77,9-Mar-20,https://www.startribune.com/worsening-global-crisis-requires-a-global-response/568644802/,StarTribune,3/9/2020,"['crisis', 'response']","['oil', '%', 'Monday', 'crisis', 'sector', 'market', 'coronavirus', 'Russia', 'Trump', 'price', 'travel', 'Fed', 'response', 'collapse']"
78,10-Mar-20,https://www.startribune.com/stigma-adds-to-coronavirus-anxiety-for-asian-americans-in-minnesota/568650462/,StarTribune,3/10/2020,"['anxiety', 'Asian', 'Americans', 'coronavirus', 'Stigma', 'Minnesota']","['China', 'school', 'coronavirus', 'Minnesota', 'people', 'rice', 'Hmong', 'virus', 'customers', 'community', 'restaurants', 'supplies', 'manager', 'descent']"
