Date,Link,Newspaper Name,Headline,Report
"31 Mar,2020",https://www.thedailystar.net/coronavirus-deadly-new-threat/news/eight-more-bangladeshis-us-die-coronavirus-1888108,The Daily Star,Eight more Bangladeshis in US die of coronavirus,"A total of eight Bangladeshis have died of Covid-19 in the US over the last 24 hours.Of them, seven died in New York and one in the state of Michigan, Jakaria Masud, editor of New York-based newspaper Aajkal, confirmed while talking to The Daily Star.The number of Bangladeshis who died of coronavirus infection in the US is now 31.Yesterday, Neher Siddique, a Bangladeshi journalist residing in New York, told The Daily Star that the authorities already banned entry of outsiders to the hospitals to prevent the spread of coronavirus.They are not even allowing journalists and close relatives of any of the patients admitted to the hospitals, he added."
"31 Mar,2020",https://www.thedailystar.net/coronavirus-situation-in-bangladesh-16-year-old-dies-isolation-centre-1888102,The Daily Star,16-year-old died of cardiac failure at Sylhet isolation centre,"The 16-year-old girl who was admitted to Shaheed Shamsuddin Ahmed Hospital's isolation centre in Sylhet this afternoon, died of congestive cardiac failure and Cor Pulmonale, doctors said.She was suffering from heart complexities for months, our Sylhet correspondent reports quoting Dr Himangshu Lal Roy, deputy director of Sylhet MAG Osmani Medical College Hospital.She breathed her last at around 2:30pm, minutes after she was admitted to the isolation centre at Shaheed Shamsuddin Ahmed Hospital which is under MAG Osmani Medical College Hospital, said Dr Premananda Mandal, civil surgeon of Sylhet.The girl from Balaganj upazila was referred to the isolation centre as she was suffering from breathing problems, said Sushanta Kumar Mahapatra, resident medical officer of the Shaheed Shamsuddin Ahmed Hospital.Her body was handed over to her family.She would not be tested for coronavirus.Earlier in the day, the physician said that the girl was admitted to the isolation centre with several critical symptoms, not all related to coronavirus"
"1 Apr,2020",https://www.thedailystar.net/world/news/latest-updates-1888318,The Daily Star,CORONAVIRUS PANDEMIC: Latest Updates,"More than 790,000 casesMore than 790,640 cases of infection have been recorded in 185 countries and territories since the epidemic started in China in December, according to an AFP tally compiled at 1000 GMT Tuesday based on official sources. At least 38,464 deaths have been recorded, 27,740 of those in Europe. Italy has 11,591 deaths, Spain 8,189, mainland China 3,305, the United States 3,170, France 3,024, and Iran 2,898.
11m Asians face poverty
The World Bank warns China's growth in 2020 could be brought to a standstill, compared to 6.1 percent growth in 2019, which was already its worst performance since 1990. The country will postpone its notoriously difficult college entrance tests from June to July. The economic fallout from the coronavirus pandemic could drive an additional 11 million people into poverty in East Asia and the Pacific unless ""urgent action"" is taken, the World Bank warned in a report released Monday.  
Ray of hope amid record death tolls 
Once again, Spain hit a new record with 849 coronavirus deaths in 24 hours although health chiefs said the rate of new infections was continuing its downward trend. The number of confirmed cases rose to 94,417 yesterday after another 9,222 people tested positive: a nearly 11-percent increase. This time last week, the rate of new infections stood at around 20 percent. Professionals of Italy also said the trend is slowing there despite the record death toll. 
 Iran, Europe to get medical equipment
European nations deliver medical goods to Iran in the first transaction under the Instex mechanism set up in January 2019 to bypass United States sanctions on Tehran. President Donald Trump says the US will send some shipments of excess medical equipment worth around $100 million to hard-hit Italy, and later to France and Spain.
More than 3.6 billion in lockdown
Panama announces strict quarantine measures that separate citizens by gender. From Wednesday for 15 days, men and women will only be able to leave their homes for two hours at a time, and on different days. On Sunday all outings are banned. Mexico extends its state of emergency to April 30, which also allows it to prolong its suspension of all non-essential activities. Guinea announces a night-time curfew between 2100-0500 GMT and restrictions on movement out of the capital. More than 3.6 billion people -- 46.5 percent of the world population -- are now either under orders or have been asked to stay home, according to an AFP database tally on Tuesday.

 

Spain bans funeral ceremonials

Spain banned funeral ceremonies, including vigils at home, and decreed that no more than three people could attend burials as the government struggles with thousands of fatalities from the coronavirus pandemic. Madrid announced that ""religious celebrations and civilian funeral ceremonies are postponed until the end of the alert,,"" which has been declared until at least April 11 and keeps the population confined.
 
"
"1 Apr,2020",https://www.thedailystar.net/frontpage/news/coronavirus-outbreak-low-test-rate-may-be-belying-reality-1888327,The Daily Star,"
Coronavirus Outbreak: Low test rate may be belying reality","""We have a simple message for all countries: test, test, test.""These were the words Dr Tedros Adhanom Ghebreyesus, director-general of the World Health Organisation, said at a press briefing in Geneva in mid-March while expressing concern over the actions some nations have taken on detecting and containing the novel coronavirus.With 51 reported infections and five deaths so far, is Bangladesh conducting enough tests?The available data gives a grim picture. The country tested 1,602 people from late January until yesterday, which hardly gives a clear idea about the real situation in the entire country. And the reason is limited testing.Until now, Bangladesh has a restrictive testing policy -- it tests only those with recent travel history to affected countries or those known to have come into contact with confirmed cases and have Covid-19 symptoms. And Bangladesh is now among the countries with very low testing rates.Three weeks elapsed since the country recorded its first coronavirus case on March 8, but the authorities are still struggling to get ahandle on the extent of the spread of the virus.The Institute of Epidemiology, Disease Control and Research (IEDCR) maintains that there has been community transmission on a limited scale.Experts, however, fear the number of infected people could be higher as many carriers of the virus could be off the radar due to limited testing.They said widespread testing makes a big difference because, in many cases, coronavirus patients can be asymptomatic. Unless those are detected, the risk of virus transmission will be high.Till last week, the IEDCR was the sole Covid-19 testing authority in the country. Only a couple of days ago, six other organisations -- five in the capital and one in Chattogram -- got the government nod to conduct tests.People with coronavirus-like symptoms found it difficult to get tested after making phone calls on the hotlines provided by the IEDCR and Directorate General of Health Services (DGHS).The IEDCR and the DGHS received more than 70,000 coronavirus-related phone calls in 24 hours till 3:00pm yesterday. Of those, only 140 suspected cases were tested and two fresh cases were detected.A lack of sample collectors is one of the major reasons behind limited testing. The institute has only 20 staffers who collect samples in the capital, said sources.Just a couple of days ago, medical technologists of 130 healthcare organisations completed training, arranged by the government, for collecting samples from suspected Covid-19 patients.
A shortage of test kits, on the other hand, initially hindered the government's response to the crisis. Like other countries, Bangladesh too had difficulties in getting the kits from abroad because of flight restrictions imposed by several countries.At a press briefing yesterday, Habibur Rahman, director of Management Information System of the DGHS, said they collected 92,000 kits for Polymerase Chain Reaction (RT-PCR) tests, and of those, 21,000 were already sent to different laboratories.The country is now scaling up its testing capacity. It is now readying seven organisations in the capital and three outside for conducting tests.""We have already increased the testing capacity within a short period of time,"" said Habibur.He mentioned that they plan to increase by April 20 the number of Covid-19 testing organisations to 28.By April 5, three labs will be ready in the capital and another five in other parts of the country for conducting Covid-19 tests. By April 20, four more labs will be prepared in the capital and six outside, said Habibur.The Daily Star yesterday learnt that the labs in Mymensingh and Rangpur were yet to start conducting tests.
Experts say the government should have expanded the testing facilities much before, preferably by February, when it became clear that the epidemic was spreading across the globe.Bangladesh cannot afford to lose any more time as it has already spent three months on preparations for dealing with the crisis, they point out.
They say the US and Spain, which did not put emphasis on widespread testing, are now seeing an explosion of cases.On the other hand, South Korea, Taiwan and Singapore, which have so far managed to contain the spread of the virus, have been able to do so by testing more and more suspected cases, they mention.
""As of now, the number of tests appears to be very limited,"" Prof Nazrul Islam, a virologist and former vice chancellor of Bangabandhu Sheikh Mujib Medical University, told The Daily Star.""Unless we go for widespread testing, we will not be able to get a clear picture of the real situation,"" he said, adding that it is difficult to say anything about the level of community transmission as no scientific data is available.""We have to wait till April 5. By that time, two incubation periods [since the first reported case] will be over, and it will be possible to come up with an estimation [of the number of infections].""He pointed out that sudden deaths of people with coronavirus-like symptoms is another matter of concern.""Each and every one of these cases should be analysed,"" he noted.Speaking on the issue at a briefing yesterday, IEDCR Director Prof Meerjady Sabrina Flora said they did not find any coronavirus infections in the samples that they had collected from the people who died after showing virus-like symptoms.She, however, did not mention how many samples the IEDCR had collected.COORDINATORS FOR 8 DIVISIONSThe DGHS has assigned eight experts to coordinate Covid-19 prevention and control activities in the eight divisions.They will also oversee the activities of the medical technologists under the DGHS, who will collect samples from suspected cases in each upazila. The samples will then be sent to divisionallaboratories, sources said.""If we can test at least 1,000 samples in each lab a day, the total number of tests would be 8,000,"" said Prof Dr Shah Monir Hossain, coordinator of Dhaka Division.He hoped the number of tests will go up next week.Asked whether the existing workforce is capable of doing the task, Prof Monir, also former director general of the DGHS, said that if any problem arises, the staffers concerned would be given training or be replaced."
"1 Apr,2020",https://www.thedailystar.net/coronavirus-update-in-bangladesh-1-more-dies-3-new-cases-confirmed-1888420,The Daily Star,"1 more dies of coronavirus, 3 new cases confirmed: health minister","One more coronavirus patient has died in Bangladesh while three new cases have been confirmed in the last 24 hours, Health Minister Zahid Maleque said.This takes the number of deaths from Covid-19 to six and infected to 54 in the country, the health minister said while talking to journalists over a video call.So far, a total of 26 have made recovery from the infection, the minister also said.The minister also urged people all over the country to maintain social distancing and abide by the government's instructions to combat the spread of the disease.He encouraged people to get tested if they have symptoms of Covid-19, adding that several hospitals are now equipped to conduct the test."
"2 Apr,2020",https://www.thedailystar.net/frontpage/news/coronavirus-fallout-govt-help-affected-smes-1888699,The Daily Star,Coronavirus Fallout: Govt to help affected SMEs,"The government is set to bear a portion of the interest payments on working capital of small and medium enterprises that have been hit hard by the ongoing shutdown amid coronavirus scare.It may cover 4-5 percent of the 9 percent interest burden of the SMEs and export-oriented industries to help them recoup losses, according to a top government official.
""Trade and Tariff Commission has sent a proposal to ensure that no small and medium industry shuts down for a lack of working capital, and no jobs are lost due to coronavirus-related economic problems, and Finance Ministry is working on it,"" Tapan Kanti Ghosh, chairman of Bangladesh Trade and Tariff Commission, told The Daily Star yesterday.The SMEs are now facing a big crisis with economists and bankers urging the government to protect the businesses for the sake of the country's economic growth.The country has 78.18 lakh SMEs that employ 2.45 crore people, according to Bangladesh Bureau of Statistics.The majority of the SMEs are cottage-based, which account for 40 percent of the total employed population of 6.08 crore.As a whole, the SMEs contribution to Bangladesh's GDP is 20.25 percent, according to a study conducted by the International Cooperation Organisation for Small and Medium Enterprises in Asia (ICOSA), Japan.An assistance of sorts was offered to them on March 19, when Bangladesh Bank asked banks not to consider borrowers as defaulters if they fail to repay instalments until June 30 this year. But their accounts will continue to accrue interest during the period.Tapan said there is a plan to form a separate fund similar to the Export Development Fund, managed by the central bank, to support SMEs.
In addition, export-oriented industries will also be given support so that they can recoup losses amid the fallout of the Covid-19 pandemic that have so far claimed more than 42,000 lives globally.The government will provide the support in addition to its previously announced Tk 5,000 crore fund for export-oriented factories for paying wages of workers.
At a high-level meeting presided over by Commerce Minister Tipu Munshi yesterday, top officials discussed ways of keeping the supply chain of essentials uninterrupted to prevent mismatch between supply and demand as well as price fluctuations between production zones and urban areas.They also had a discussion on the risk of shortage of commodities in the market owing to a lack of transport as many truckers are staying off the road for fear of coronavirus and a lack of security, said meeting sources.At the meeting, a decision was taken to alert the law enforcement agencies to ensure seamless movement of goods throughout the country and curb scope of extortion.Besides, intelligence agencies would be asked to be vigilant to prevent hoarding of goods by unscrupulous traders or businesses, they said.The meeting was attended by Cabinet Secretary Khandker Anwarul Islam, Army Chief General Aziz Ahmed, Prime Minister's Principal Secretary Ahmad Kaikaus, NBR Chairman Abu Hena Mohammad Rahmatul Munim, Finance Secretary Abdur Rouf Talukder, Commerce Secretary Jafar Uddin, Bangladesh Bank Governor Fazle Kabir and leaders of the business community.Later, Tipu told this newspaper that if any garment factory has work orders from international retailers or global brands, it can continue operation by ensuring adequate health safety measures for its workers.About the meeting, he said it was a coordination meeting between government high-ups, the army chief and business leaders for assessing the current situation.The minister said there is confusion about operation of garment factories as the government announced holidays from March 26 to April 11.
Some factory owners are keeping their production units open while some others are keeping their units shut because of confusion, he mentioned.""There is no confusion. If any factory has work orders from international retailers or brands, it can run its operation,"" Tipu said.In separate statements last Friday, the Department of Inspection for Factory and Establishment, and Bangladesh Garment Manufacturers and Exporters Association said factories can be kept open with adequate safety measures for workers.The minister yesterday said some businesspeople want to export Personal Protective Equipment as they have been producing a lot of those recently. The ministry will decide on this later.The exporters demanded an extension of the repayment period for the Tk 5,000 crore stimulus package. The government gave them 24 months, including six-month grace period, for paying back the money.""We heard them. We will discuss all the issues soon and reach a decision,"" Tipu told this newspaper over the phone after the meeting.He urged house owners to reduce rents for workers at this time of crisis.The minister further said the state-run Trading Corporation of Bangladesh has started selling some essentials, including edible oil, lentil and sugar, at low prices across the country.There is no possibility of a sudden price hike of these goods in the upcoming Ramadan as the country has an adequate stock of basic commodities, he added."
"2 Apr,2020",https://www.thedailystar.net/sports/tennis/news/wimbledon-cancelled-due-coronavirus-pandemic-1888561,The Daily Star,Wimbledon cancelled due to coronavirus pandemic,"Wimbledon tennis championships were cancelled for the first time since World War Two as the coronavirus pandemic wiped another blue-riband sports event off the calendar on Wednesday.While the decision had looked inevitable for some time, since the virtual shutdown of world sport and the postponement of the Tokyo Olympics, Wimbledon had been one of the few events not to have been officially cancelled or postponed.But after emergency talks between the various stakeholders over the last few days, the All England Lawn Tennis Club (AELTC) announced that it was impossible for the grasscourt Grand Slam, scheduled for June 29-July 12, to take place.""It is with great regret that the main board of the All England Club and the committee of management of the championships have today decided that The Championships 2020 will be cancelled due to public health concerns linked to the coronavirus epidemic,"" the AELTC said in a statement https://www.wimbledon.com/en_GB/news/articles/2020-04-01/cancellation_of....""The 134th Championships will instead be staged from June 28 to July 11, 2021.The men's ATP Tour and women's WTA Tour are already suspended until at least June 7 but it looks extremely unlikely that any professional tennis will be possible throughout the summer as the pandemic worsens in Europe and the U.S.Britain's death toll from the virus reached 2,352 on Wednesday, according to NHS figures.
The French Open, originally due to be held from May 24-June 7 has been postponed and controversially rescheduled by the French tennis federation for Sept. 20-Oct. 4, shortly after the end of the U.S. Open.Former Wimbledon champion Amelie Mauresmo doubts whether either tournament will be played though.""I think we're going to have to draw a line under the 2020 tennis season,"" Mauresmo said on Twitter this week.""International circuit = players of all nationalities plus management, spectators and people from the 4 corners of the world who bring these events to life. No vaccine = no tennis.""Unlike the French Open which is played on clay, Wimbledon's scope for re-arranging the start date was extremely limited.
While Centre Court and Court One boast a roof, playing elite level tennis outside on grass would have been extremely challenging in late summer or autumn with a lack of light and problems caused by dew forming on the surface late in the day.Shortening the format of the tournament, or playing behind closed doors, would also have proved extremely unpopular with the players.Wimbledon has been held every year since 1946 after a six-year hiatus because the country was at war."
"1 Apr,2020",https://www.thedailystar.net/coronavirus-brazil-president-facebook-instagram-post-deleted-over-fake-news-1888402,The Daily Star,Coronavirus: Brazil president’s post deleted over fake news,"Facebook and Instagram removed videos of Brazilian president Jair Bolsonaro on Monday, saying they spread misinformation about the coronavirus, a day after Twitter did the same.""We remove content on Facebook and Instagram that violates our terms of use, which do not allow misinformation that could cause physical harm to individuals,"" Facebook said in a statement in Portuguese.Twitter on Sunday explained it had removed the videos in accordance with its recently expanded global rules on managing content that contradicted public health information from official sources, and could put people at greater risk of transmitting COVID-19.The videos showed the far-right leader flouting his government's social distancing guidelines by mixing with supporters on the streets of Brasilia on Sunday and urging them to keep the economy going.
On Monday, Mandetta again stressed the importance of social distancing in order to slow the virus.""At this time, we must maintain the highest degree of social distancing, so that we can... give time for the (health) system to strengthen itself,"" he said.Bolsonaro has repeatedly downplayed the seriousness of the coronavirus, describing it as ""a flu"" and calling for schools and shops to re-open, with self-isolation necessary only for people over the age of 60.On Monday, his leading opponents urged him to resign in a joint letter, arguing that he committed a crime with his mishandling of the coronavirus pandemic.""Bolsonaro is more than just a political problem, he has become a public-health problem... He should resign,"" said the statement, which was signed by a dozen leading left-wing figures.On Saturday, Health Minister Luiz Henrique Mandetta highlighted the importance of containment as a means of fighting the coronavirus. Brazil has reported the most coronavirus cases in Latin America so far: 4,256, with 136 deaths."
"2 Apr,2020",https://www.thedailystar.net/opinion/news/big-data-the-coronavirus-battle-plan-1888573,The Daily Star,Big data in the coronavirus battle plan,"Coronavirus (the virus causing the disease Covid-19) has two universal problems: no vaccine or drug has been developed as yet, and the diagnostic tools are scarce. This combination has dangerously multiplied the risk of infecting Bangladesh. Because, our population density is much higher than those countries that have been fatally hit by far (see the graph).
Our healthcare system reasonably functions up to the grassroots level. It is, however, historically incapacitated to fight any pandemic. Not the headcount of doctors and nurses, but standard procedure to contain a pandemic is the missing link. This is more of a structural, rather than a financial or technical, problem. Yet everyone is giving their best shot. The question is: for how long?We have missed the bus.Bangladesh government has rightly allowed the en masse homecoming of expatriate citizens, especially the ones from Italy. But a series of missteps has eclipsed the government's humane gesture. Screening after disembarkation and tagging a local mobile phone number with each passenger's passport details at the immigration desk before temporally caging the suspected cases in the notoriously mismanaged quarantine facilities have left them untraceable. Authorities are now clueless about the illness and wellness of the suspected returnees, who have been diluted into the ocean of nationwide rural population.These living souls are the second only pillar, after garments, of our foreign currency reserve. And they, certainly, never get any subsidy. A free mobile connection to each of them at immigration would not cost the exchequer an arm and a leg. In return, the government could easily track their location and movement by using the inputs from mobile operators. Thailand has strictly applied this simple method for incoming tourists. And multiple agencies with diverse portfolio are coordinating it. Unity in diversity within the administration is a government's strength for crisis management. It is missing in Bangladesh.What we should doNow the government has decided to apply big data analytics using mobile phone users' information to contain the Covid-19 pandemic. ""The government has initiated a process to draw a digital map to track coronavirus cases and find out areas susceptible to contamination by using mobile users' information—a move that may help portray the real picture of a possible outbreak. The operators will share the data with a national monitoring centre and the Access to Information (a2i) project under the ICT Division every six hours, and the two will then develop the map,"" according to a report by The Daily Star on March 29. There are points to ponder.
The National Telecommunication Monitoring Centre (NTMC), an agency under the home ministry, is the only legal entity to analyse mobile user's data. The workforce of NTMC is composed of individuals from all security outfits. Ironically, it lacks functional coordination with those organisations from where its personnel come. It is largely reminiscent of the pre-9/11 America where intelligence agencies happily lived within respective walled gardens. The consequence was disastrous and interagency coordination is now central to the US national security blueprint.
Resource-constrained Bangladesh cannot afford to repeat the resourceful America's mistake. The archipelago of extrapolating mobile users' data should be exclusive to NTMC while other security agencies will have unfettered access to it. The non-security outfits like health, transport, local government, social welfare, etc. will receive customised data according to respective need. But the big data processing of more than 166 million mobile connections should be off-limits for individuals or entities lacking required security clearance. This is the reality in the context of Bangladesh.

Last words
Four years ago, Bill Gates warned about Covid-19 without naming it. The global leaders chose to ignore him. Now the Dutch King, Austrian Chancellor and ""countless ministers from all kinds of countries"" are frantically calling a leading German ventilator manufacturer. The Swedish teenager Greta Thunberg had already shouted at all of them six months ago. The politicians predictably remain unashamed.

Covid-19 is not the last pandemic virus. And nobody knows when the next one will attack, followed by another. Therefore, big data analytics using live mobile phone connections must not be a one-off affair in Bangladesh. It should be captured in our national security policy with paramount importance. That's why, the mobile big data should be processed only by the individuals having required security clearance. Competent data scientists with global experience reside in Bangladesh. Finding and engaging them is up to the government's political goodwill.

 "
"2 Apr,2020",https://www.thedailystar.net/coronavirus-deadly-new-threat/news/coronavirus-fallout-brac-allocates-tk-15cr-100000-low-income-families-1888891,The Daily Star,"Coronavirus fallout: Brac allocates Tk 15cr for 100,000 low-income families","Brac has allocated a budget of Tk 15 crore to help low-income families in urban slums, semi-urban and remote areas whose livelihoods have been impacted due to the social distancing measures taken to stem the Covid-19 pandemic.Each family will be provided Tk 1,500 as an emergency food assistance fund, starting from today, with 100,000 families to be covered in the first phase using Brac's own fund disseminated through its different programmes, according to a Brac press release.
""Covid-19 is a humanitarian crisis with a public health dimension. In countries like Bangladesh, it also has a dire economic consequence.  According to World Bank data, only 15 percent of Bangladesh's population makes more than Tk 500 a day. Most villagers depend on remittances from the cities or abroad. Because this is a global crisis, people everywhere are out of work. Income has stopped,"" Brac Executive Director Asif Saleh said.""Our emergency assistance will be targeted towards low-income families who have lost their source of income due to coronavirus. We will support 100,000 such families, however the requirements are far greater. I urge compassionate individuals and organisations to come forward and help us scale up the initiative to reach many more,"" he also said.This initiative will be implemented in close coordination with the local public representatives and administration, particularly to avoid duplication, Asif Saleh added.Low-income families in 12 city corporations, 8 municipalities, 38 sadar upazilas, haor villages, neighbourhoods and market areas near river ports, as well as host community living adjacent to the Rohingya refugee camps in Cox's Bazar, will receive this assistance. BRAC staff will carry out the operation with assistance from the local public representatives and communities.Brac has also launched a fundraising appeal to scale up the effort and increase the coverage of their programme. Individuals and any organisation can donate. Details are available on their website.  Brac's assistance will enable a family of four to buy essential food items for two weeks."
"2 Apr,2020",https://www.thedailystar.net/coronavirus-deadly-new-threat/news/13-more-bangladeshis-die-coronavirus-new-york-new-jersey-1888831,The Daily Star,"13 more Bangladeshis die of coronavirus in New York, New Jersey","Thirteen more Bangladeshis died of coronavirus in New York and New Jersey in 15 hours, from 7:00am (NY time) yesterday, according to a local journalist.So far, at least 50 people died from Covid-19 in the two cities, Zakaria Masud, editor of local weekly Ajkal and former president of Jackson Heights Bangladeshi Business Association, told The Daily Star.
Several Bangladeshi Uber and taxi drivers have tested positive, the journalist said when he was asked about the Bangladeshi community affected by the virus.Seeking anonymity, a Bangladeshi policeman working for NY Police Department said Bangladeshi people living in New York are not serious about the lockdown. They are roaming around even if they have no emergency, he said.According to the New York Times, the number of virus-related deaths in New York was 1,374, till yesterday."
"3 Apr,2020",https://www.thedailystar.net/north-america/news/trump-doubts-china-coronavirus-numbers-1889002,The Daily Star,Trump doubts China coronavirus numbers,"President Donald Trump cast doubt on the accuracy of official Chinese figures on its coronavirus outbreak after US lawmakers, citing an intelligence report, accused Beijing of a cover up.""How do we know"" if they are accurate, Trump asked at a press conference. ""Their numbers seem to be a little bit on the light side.""Republicans in Congress, pointing to a report by Bloomberg citing US intelligence, expressed outrage that Beijing apparently misled the international community on China's infections and deaths that began in late 2019 in the city of Wuhan. China has publicly reported 82,394 confirmed cases and 3,316 deaths as of yesterday, according to a rolling tracker by Johns Hopkins University.That compares to 216,722 cases and 5.137 deaths in the United States, the country with the world's largest reported outbreak.Republican Senator Ben Sasse attacked Beijing's numbers as ""garbage propaganda.""""The claim that the United States has more coronavirus deaths than China is false,"" Sasse said in a statement.
CHINA COUNTY IN LOCKDOWN
A Chinese county of around 600,000 residents has gone into lockdown after a woman who visited the area tested positive for the coronavirus, underscoring concerns over a second wave of domestic infections.The tightening comes as China reported 35 new confirmed cases yesterday, drastically down from the peak of the crisis. But they were all imported, bringing the tally of such cases to 841 and adding to fears about infections brought in from overseas.Jia county in central Henan province said in a social media post Wednesday that it was tightening restrictions on villages and residential compounds, and was not allowing people to enter or leave their homes without the relevant authorisation."
"3 Apr,2020",https://www.thedailystar.net/top-news/news/coronavirus-fallout-pm-hold-press-conference-economic-package-april-5-1889131,The Daily Star,Coronavirus fallout: PM to hold press conference on stimulus package on April 5,"Prime Minister Sheikh Hasina will hold a press conference on April 5 on the steps the government is taking to make a stimulus package amid the ongoing coronavirus outbreak.A meeting was held in this connection at the prime minister's official residence, Gono Bhaban, yesterday evening. The PM presided over the meeting, which was attended by Finance Minister AHM Mustafa Kamal, PM's Principal Secretary Ahmad Kaikaus, Bangladesh Bank Governor Fazle Kabir, Finance Ministry Senior Secretary Abdur Rouf, and PMO Secretary Md Tofazzel Hossain Miah.The press conference will be held at 10:00am at the Gono Bhaban."
"3 Apr,2020",https://www.thedailystar.net/coronavirus-deadly-new-threat/news/first-positive-coronavirus-case-chattogram-1889293,The Daily Star,First positive coronavirus case in Chattogram,"A 67-year-old man in Chattogram tested positive for coronavirus today, making it the port city's first confirmed case of the virus.Hasan Shahriar Kabir, director (Chattogram division) of the Directorate General and Health Services (DGHS), confirmed the development to The Daily Star this evening.The patient has been undergoing treatment at the Chattogram General Hospital since yesterday, said the DGHS Chattogram director.His samples were tested at the Bangladesh Institute of Tropical and Infectious Diseases (BITID) and the patient was found positive for coronavirus today, Shahriar Kabir added.
Professor Shakil Ahmed of BITID said they had tested 31 samples today, of which one was positive.The patient's daughter and son-in-law recently returned from Saudi Arabia after performing Umrah and have been residing at the man's two-storey house in Dampara Road No 1 area of the port city under Chawkbazar Police Station, said Mamun Ahmed Anik, executive magistrate of Chattogram district administration.His daughter's mother-in-law also returned from Saudi Arabia with them and she is now at her house in Satkania upazila of Chattogram, the executive magistrate said.Meanwhile, 40 families in six buildings in the area have been put in isolation. This includes 11 members of two families in the patient's building, the official added.
The area also has been locked down at around 9:30pm. Police have been deployed there to enforce the lockdown, Abdul Warish, deputy commissioner (Special Branch) of Chattogram Metropolitan Police, told The Daily Star"
"3 Apr,2020",https://www.thedailystar.net/coronavirus-deadly-new-threat/news/coronavirus-outbreak-100-nganj-families-put-self-isolation-1889134,The Daily Star,Coronavirus outbreak: 100 N’ganj families put in self-isolation,"Authorities have placed about 100 families in self-isolation on both sides of a road in Bandar upazila of Narayanganj last night after a woman who died earlier tested positive for coronavirus.Samples from the deceased were collected on March 30 and sent to the Institute of Epidemiology, Disease Control and Research (IEDCR) for tests, said Shukla Sarker, the upazila nirbahi officer. The IEDCR informed the district's civil surgeon around 7:00pm last night that the woman was infected with coronavirus, the UNO told The Daily Star.Following this, the local administration placed a Ward 23 road -- from Jamal Soap Factory to Rasulbagh intersection -- under lockdown around 10:15pm last night as per directive of IEDCR, she also said. A 100 families live in the area.No one will be allowed to come out of their homes in the area under lockdown and police have been deployed to enforce it, the UNO added.The woman, 45, fell ill with high fever on March 29 and went to Narayanganj General Hospital where she was advised to go for coronavirus test at Kurmitola General Hospital in Dhaka.The patient, however, went home instead of coming to Dhaka.On March 30, her condition deteriorated and she was admitted to Kurmitola General Hospital in Dhaka where she later died on the same day.Imtiaz Ahmed, civil surgeon of Narayanganj district, told The Daily Star that it could not be known how the woman got infected with coronavirus.Her family members and those she might have come into contact with in the area will be tested for Covid-19 today, the civil surgeon said.Local administration will provide essential commodities to the families under lockdown, UNO Shukla Sarker said."
